Time_Index,None,west_south_central_reference_naturalgas,west_south_central_reference_uranium,west_south_central_reference_naturalgas_ccs90
2229,0,3.89,0.73,4.37
2230,0,3.89,0.73,4.37
2231,0,3.89,0.73,4.37
2232,0,3.89,0.73,4.37
2233,0,3.89,0.73,4.37
2234,0,3.89,0.73,4.37
2235,0,3.89,0.73,4.37
2236,0,3.89,0.73,4.37
2237,0,3.89,0.73,4.37
2238,0,3.89,0.73,4.37
2239,0,3.89,0.73,4.37
2240,0,3.89,0.73,4.37
2241,0,3.89,0.73,4.37
2242,0,3.89,0.73,4.37
2243,0,3.89,0.73,4.37
2244,0,3.89,0.73,4.37
2245,0,3.89,0.73,4.37
2246,0,3.89,0.73,4.37
2247,0,3.89,0.73,4.37
2248,0,3.89,0.73,4.37
2249,0,3.89,0.73,4.37
2250,0,3.89,0.73,4.37
2251,0,3.89,0.73,4.37
2252,0,3.89,0.73,4.37
2253,0,3.89,0.73,4.37
2254,0,3.89,0.73,4.37
2255,0,3.89,0.73,4.37
2256,0,3.89,0.73,4.37
2257,0,3.89,0.73,4.37
2258,0,3.89,0.73,4.37
2259,0,3.89,0.73,4.37
2260,0,3.89,0.73,4.37
2261,0,3.89,0.73,4.37
2262,0,3.89,0.73,4.37
2263,0,3.89,0.73,4.37
2264,0,3.89,0.73,4.37
2265,0,3.89,0.73,4.37
2266,0,3.89,0.73,4.37
2267,0,3.89,0.73,4.37
2268,0,3.89,0.73,4.37
2269,0,3.89,0.73,4.37
2270,0,3.89,0.73,4.37
2271,0,3.89,0.73,4.37
2272,0,3.89,0.73,4.37
2273,0,3.89,0.73,4.37
2274,0,3.89,0.73,4.37
2275,0,3.89,0.73,4.37
2276,0,3.89,0.73,4.37
2277,0,3.89,0.73,4.37
2278,0,3.89,0.73,4.37
2279,0,3.89,0.73,4.37
2280,0,3.89,0.73,4.37
2281,0,3.89,0.73,4.37
2282,0,3.89,0.73,4.37
2283,0,3.89,0.73,4.37
2284,0,3.89,0.73,4.37
2285,0,3.89,0.73,4.37
2286,0,3.89,0.73,4.37
2287,0,3.89,0.73,4.37
2288,0,3.89,0.73,4.37
2289,0,3.89,0.73,4.37
2290,0,3.89,0.73,4.37
2291,0,3.89,0.73,4.37
2292,0,3.89,0.73,4.37
2293,0,3.89,0.73,4.37
2294,0,3.89,0.73,4.37
2295,0,3.89,0.73,4.37
2296,0,3.89,0.73,4.37
2297,0,3.89,0.73,4.37
2298,0,3.89,0.73,4.37
2299,0,3.89,0.73,4.37
2300,0,3.89,0.73,4.37
2301,0,3.89,0.73,4.37
2302,0,3.89,0.73,4.37
2303,0,3.89,0.73,4.37
2304,0,3.89,0.73,4.37
2305,0,3.89,0.73,4.37
2306,0,3.89,0.73,4.37
2307,0,3.89,0.73,4.37
2308,0,3.89,0.73,4.37
2309,0,3.89,0.73,4.37
2310,0,3.89,0.73,4.37
2311,0,3.89,0.73,4.37
2312,0,3.89,0.73,4.37
2313,0,3.89,0.73,4.37
2314,0,3.89,0.73,4.37
2315,0,3.89,0.73,4.37
2316,0,3.89,0.73,4.37
2317,0,3.89,0.73,4.37
2318,0,3.89,0.73,4.37
2319,0,3.89,0.73,4.37
2320,0,3.89,0.73,4.37
2321,0,3.89,0.73,4.37
2322,0,3.89,0.73,4.37
2323,0,3.89,0.73,4.37
2324,0,3.89,0.73,4.37
2325,0,3.89,0.73,4.37
2326,0,3.89,0.73,4.37
2327,0,3.89,0.73,4.37
2328,0,3.89,0.73,4.37
2329,0,3.89,0.73,4.37
2330,0,3.89,0.73,4.37
2331,0,3.89,0.73,4.37
2332,0,3.89,0.73,4.37
2333,0,3.89,0.73,4.37
2334,0,3.89,0.73,4.37
2335,0,3.89,0.73,4.37
2336,0,3.89,0.73,4.37
2337,0,3.89,0.73,4.37
2338,0,3.89,0.73,4.37
2339,0,3.89,0.73,4.37
2340,0,3.89,0.73,4.37
2341,0,3.89,0.73,4.37
2342,0,3.89,0.73,4.37
2343,0,3.89,0.73,4.37
2344,0,3.89,0.73,4.37
2345,0,3.89,0.73,4.37
2346,0,3.89,0.73,4.37
2347,0,3.89,0.73,4.37
2348,0,3.89,0.73,4.37
2349,0,3.89,0.73,4.37
2350,0,3.89,0.73,4.37
2351,0,3.89,0.73,4.37
2352,0,3.89,0.73,4.37
2353,0,3.89,0.73,4.37
2354,0,3.89,0.73,4.37
2355,0,3.89,0.73,4.37
2356,0,3.89,0.73,4.37
2357,0,3.89,0.73,4.37
2358,0,3.89,0.73,4.37
2359,0,3.89,0.73,4.37
2360,0,3.89,0.73,4.37
2361,0,3.89,0.73,4.37
2362,0,3.89,0.73,4.37
2363,0,3.89,0.73,4.37
2364,0,3.89,0.73,4.37
2365,0,3.89,0.73,4.37
2366,0,3.89,0.73,4.37
2367,0,3.89,0.73,4.37
2368,0,3.89,0.73,4.37
2369,0,3.89,0.73,4.37
2370,0,3.89,0.73,4.37
2371,0,3.89,0.73,4.37
2372,0,3.89,0.73,4.37
2373,0,3.89,0.73,4.37
2374,0,3.89,0.73,4.37
2375,0,3.89,0.73,4.37
2376,0,3.89,0.73,4.37
2377,0,3.89,0.73,4.37
2378,0,3.89,0.73,4.37
2379,0,3.89,0.73,4.37
2380,0,3.89,0.73,4.37
2381,0,3.89,0.73,4.37
2382,0,3.89,0.73,4.37
2383,0,3.89,0.73,4.37
2384,0,3.89,0.73,4.37
2385,0,3.89,0.73,4.37
2386,0,3.89,0.73,4.37
2387,0,3.89,0.73,4.37
2388,0,3.89,0.73,4.37
2389,0,3.89,0.73,4.37
2390,0,3.89,0.73,4.37
2391,0,3.89,0.73,4.37
2392,0,3.89,0.73,4.37
2393,0,3.89,0.73,4.37
2394,0,3.89,0.73,4.37
2395,0,3.89,0.73,4.37
2396,0,3.89,0.73,4.37
2397,0,3.89,0.73,4.37
2398,0,3.89,0.73,4.37
2399,0,3.89,0.73,4.37
2400,0,3.89,0.73,4.37
2401,0,3.89,0.73,4.37
2402,0,3.89,0.73,4.37
2403,0,3.89,0.73,4.37
2404,0,3.89,0.73,4.37
2405,0,3.89,0.73,4.37
2406,0,3.89,0.73,4.37
2407,0,3.89,0.73,4.37
2408,0,3.89,0.73,4.37
2409,0,3.89,0.73,4.37
2410,0,3.89,0.73,4.37
2411,0,3.89,0.73,4.37
2412,0,3.89,0.73,4.37
2413,0,3.89,0.73,4.37
2414,0,3.89,0.73,4.37
2415,0,3.89,0.73,4.37
2416,0,3.89,0.73,4.37
2417,0,3.89,0.73,4.37
2418,0,3.89,0.73,4.37
2419,0,3.89,0.73,4.37
2420,0,3.89,0.73,4.37
2421,0,3.89,0.73,4.37
2422,0,3.89,0.73,4.37
2423,0,3.89,0.73,4.37
2424,0,3.89,0.73,4.37
2425,0,3.89,0.73,4.37
2426,0,3.89,0.73,4.37
2427,0,3.89,0.73,4.37
2428,0,3.89,0.73,4.37
2429,0,3.89,0.73,4.37
2430,0,3.89,0.73,4.37
2431,0,3.89,0.73,4.37
2432,0,3.89,0.73,4.37
2433,0,3.89,0.73,4.37
2434,0,3.89,0.73,4.37
2435,0,3.89,0.73,4.37
2436,0,3.89,0.73,4.37
2437,0,3.89,0.73,4.37
2438,0,3.89,0.73,4.37
2439,0,3.89,0.73,4.37
2440,0,3.89,0.73,4.37
2441,0,3.89,0.73,4.37
2442,0,3.89,0.73,4.37
2443,0,3.89,0.73,4.37
2444,0,3.89,0.73,4.37
2445,0,3.89,0.73,4.37
2446,0,3.89,0.73,4.37
2447,0,3.89,0.73,4.37
2448,0,3.89,0.73,4.37
2449,0,3.89,0.73,4.37
2450,0,3.89,0.73,4.37
2451,0,3.89,0.73,4.37
2452,0,3.89,0.73,4.37
2453,0,3.89,0.73,4.37
2454,0,3.89,0.73,4.37
2455,0,3.89,0.73,4.37
2456,0,3.89,0.73,4.37
2457,0,3.89,0.73,4.37
2458,0,3.89,0.73,4.37
2459,0,3.89,0.73,4.37
2460,0,3.89,0.73,4.37
2461,0,3.89,0.73,4.37
2462,0,3.89,0.73,4.37
2463,0,3.89,0.73,4.37
2464,0,3.89,0.73,4.37
2465,0,3.89,0.73,4.37
2466,0,3.89,0.73,4.37
2467,0,3.89,0.73,4.37
2468,0,3.89,0.73,4.37
2469,0,3.89,0.73,4.37
2470,0,3.89,0.73,4.37
2471,0,3.89,0.73,4.37
2472,0,3.89,0.73,4.37
2473,0,3.89,0.73,4.37
2474,0,3.89,0.73,4.37
2475,0,3.89,0.73,4.37
2476,0,3.89,0.73,4.37
2477,0,3.89,0.73,4.37
2478,0,3.89,0.73,4.37
2479,0,3.89,0.73,4.37
2480,0,3.89,0.73,4.37
2481,0,3.89,0.73,4.37
2482,0,3.89,0.73,4.37
2483,0,3.89,0.73,4.37
2484,0,3.89,0.73,4.37
2485,0,3.89,0.73,4.37
2486,0,3.89,0.73,4.37
2487,0,3.89,0.73,4.37
2488,0,3.89,0.73,4.37
2489,0,3.89,0.73,4.37
2490,0,3.89,0.73,4.37
2491,0,3.89,0.73,4.37
2492,0,3.89,0.73,4.37
2493,0,3.89,0.73,4.37
2494,0,3.89,0.73,4.37
2495,0,3.89,0.73,4.37
2496,0,3.89,0.73,4.37
2497,0,3.89,0.73,4.37
2498,0,3.89,0.73,4.37
2499,0,3.89,0.73,4.37
2500,0,3.89,0.73,4.37
2501,0,3.89,0.73,4.37
2502,0,3.89,0.73,4.37
2503,0,3.89,0.73,4.37
2504,0,3.89,0.73,4.37
2505,0,3.89,0.73,4.37
2506,0,3.89,0.73,4.37
2507,0,3.89,0.73,4.37
2508,0,3.89,0.73,4.37
2509,0,3.89,0.73,4.37
2510,0,3.89,0.73,4.37
2511,0,3.89,0.73,4.37
2512,0,3.89,0.73,4.37
2513,0,3.89,0.73,4.37
2514,0,3.89,0.73,4.37
2515,0,3.89,0.73,4.37
2516,0,3.89,0.73,4.37
2517,0,3.89,0.73,4.37
2518,0,3.89,0.73,4.37
2519,0,3.89,0.73,4.37
2520,0,3.89,0.73,4.37
2521,0,3.89,0.73,4.37
2522,0,3.89,0.73,4.37
2523,0,3.89,0.73,4.37
2524,0,3.89,0.73,4.37
2525,0,3.89,0.73,4.37
2526,0,3.89,0.73,4.37
2527,0,3.89,0.73,4.37
2528,0,3.89,0.73,4.37
2529,0,3.89,0.73,4.37
2530,0,3.89,0.73,4.37
2531,0,3.89,0.73,4.37
2532,0,3.89,0.73,4.37
2533,0,3.89,0.73,4.37
2534,0,3.89,0.73,4.37
2535,0,3.89,0.73,4.37
2536,0,3.89,0.73,4.37
2537,0,3.89,0.73,4.37
2538,0,3.89,0.73,4.37
2539,0,3.89,0.73,4.37
2540,0,3.89,0.73,4.37
2541,0,3.89,0.73,4.37
2542,0,3.89,0.73,4.37
2543,0,3.89,0.73,4.37
2544,0,3.89,0.73,4.37
2545,0,3.89,0.73,4.37
2546,0,3.89,0.73,4.37
2547,0,3.89,0.73,4.37
2548,0,3.89,0.73,4.37
2549,0,3.89,0.73,4.37
2550,0,3.89,0.73,4.37
2551,0,3.89,0.73,4.37
2552,0,3.89,0.73,4.37
2553,0,3.89,0.73,4.37
2554,0,3.89,0.73,4.37
2555,0,3.89,0.73,4.37
2556,0,3.89,0.73,4.37
2557,0,3.89,0.73,4.37
2558,0,3.89,0.73,4.37
2559,0,3.89,0.73,4.37
2560,0,3.89,0.73,4.37
2561,0,3.89,0.73,4.37
2562,0,3.89,0.73,4.37
2563,0,3.89,0.73,4.37
2564,0,3.89,0.73,4.37
2565,0,3.89,0.73,4.37
2566,0,3.89,0.73,4.37
2567,0,3.89,0.73,4.37
2568,0,3.89,0.73,4.37
2569,0,3.89,0.73,4.37
2570,0,3.89,0.73,4.37
2571,0,3.89,0.73,4.37
2572,0,3.89,0.73,4.37
2573,0,3.89,0.73,4.37
2574,0,3.89,0.73,4.37
2575,0,3.89,0.73,4.37
2576,0,3.89,0.73,4.37
2577,0,3.89,0.73,4.37
2578,0,3.89,0.73,4.37
2579,0,3.89,0.73,4.37
2580,0,3.89,0.73,4.37
2581,0,3.89,0.73,4.37
2582,0,3.89,0.73,4.37
2583,0,3.89,0.73,4.37
2584,0,3.89,0.73,4.37
2585,0,3.89,0.73,4.37
2586,0,3.89,0.73,4.37
2587,0,3.89,0.73,4.37
2588,0,3.89,0.73,4.37
2589,0,3.89,0.73,4.37
2590,0,3.89,0.73,4.37
2591,0,3.89,0.73,4.37
2592,0,3.89,0.73,4.37
2593,0,3.89,0.73,4.37
2594,0,3.89,0.73,4.37
2595,0,3.89,0.73,4.37
2596,0,3.89,0.73,4.37
2597,0,3.89,0.73,4.37
2598,0,3.89,0.73,4.37
2599,0,3.89,0.73,4.37
2600,0,3.89,0.73,4.37
2601,0,3.89,0.73,4.37
2602,0,3.89,0.73,4.37
2603,0,3.89,0.73,4.37
2604,0,3.89,0.73,4.37
2605,0,3.89,0.73,4.37
2606,0,3.89,0.73,4.37
2607,0,3.89,0.73,4.37
2608,0,3.89,0.73,4.37
2609,0,3.89,0.73,4.37
2610,0,3.89,0.73,4.37
2611,0,3.89,0.73,4.37
2612,0,3.89,0.73,4.37
2613,0,3.89,0.73,4.37
2614,0,3.89,0.73,4.37
2615,0,3.89,0.73,4.37
2616,0,3.89,0.73,4.37
2617,0,3.89,0.73,4.37
2618,0,3.89,0.73,4.37
2619,0,3.89,0.73,4.37
2620,0,3.89,0.73,4.37
2621,0,3.89,0.73,4.37
2622,0,3.89,0.73,4.37
2623,0,3.89,0.73,4.37
2624,0,3.89,0.73,4.37
2625,0,3.89,0.73,4.37
2626,0,3.89,0.73,4.37
2627,0,3.89,0.73,4.37
2628,0,3.89,0.73,4.37
2629,0,3.89,0.73,4.37
2630,0,3.89,0.73,4.37
2631,0,3.89,0.73,4.37
2632,0,3.89,0.73,4.37
2633,0,3.89,0.73,4.37
2634,0,3.89,0.73,4.37
2635,0,3.89,0.73,4.37
2636,0,3.89,0.73,4.37
2637,0,3.89,0.73,4.37
2638,0,3.89,0.73,4.37
2639,0,3.89,0.73,4.37
2640,0,3.89,0.73,4.37
2641,0,3.89,0.73,4.37
2642,0,3.89,0.73,4.37
2643,0,3.89,0.73,4.37
2644,0,3.89,0.73,4.37
2645,0,3.89,0.73,4.37
2646,0,3.89,0.73,4.37
2647,0,3.89,0.73,4.37
2648,0,3.89,0.73,4.37
2649,0,3.89,0.73,4.37
2650,0,3.89,0.73,4.37
2651,0,3.89,0.73,4.37
2652,0,3.89,0.73,4.37
2653,0,3.89,0.73,4.37
2654,0,3.89,0.73,4.37
2655,0,3.89,0.73,4.37
2656,0,3.89,0.73,4.37
2657,0,3.89,0.73,4.37
2658,0,3.89,0.73,4.37
2659,0,3.89,0.73,4.37
2660,0,3.89,0.73,4.37
2661,0,3.89,0.73,4.37
2662,0,3.89,0.73,4.37
2663,0,3.89,0.73,4.37
2664,0,3.89,0.73,4.37
2665,0,3.89,0.73,4.37
2666,0,3.89,0.73,4.37
2667,0,3.89,0.73,4.37
2668,0,3.89,0.73,4.37
2669,0,3.89,0.73,4.37
2670,0,3.89,0.73,4.37
2671,0,3.89,0.73,4.37
2672,0,3.89,0.73,4.37
2673,0,3.89,0.73,4.37
2674,0,3.89,0.73,4.37
2675,0,3.89,0.73,4.37
2676,0,3.89,0.73,4.37
2677,0,3.89,0.73,4.37
2678,0,3.89,0.73,4.37
2679,0,3.89,0.73,4.37
2680,0,3.89,0.73,4.37
2681,0,3.89,0.73,4.37
2682,0,3.89,0.73,4.37
2683,0,3.89,0.73,4.37
2684,0,3.89,0.73,4.37
2685,0,3.89,0.73,4.37
2686,0,3.89,0.73,4.37
2687,0,3.89,0.73,4.37
2688,0,3.89,0.73,4.37
2689,0,3.89,0.73,4.37
2690,0,3.89,0.73,4.37
2691,0,3.89,0.73,4.37
2692,0,3.89,0.73,4.37
2693,0,3.89,0.73,4.37
2694,0,3.89,0.73,4.37
2695,0,3.89,0.73,4.37
2696,0,3.89,0.73,4.37
2697,0,3.89,0.73,4.37
2698,0,3.89,0.73,4.37
2699,0,3.89,0.73,4.37
2700,0,3.89,0.73,4.37
2701,0,3.89,0.73,4.37
2702,0,3.89,0.73,4.37
2703,0,3.89,0.73,4.37
2704,0,3.89,0.73,4.37
2705,0,3.89,0.73,4.37
2706,0,3.89,0.73,4.37
2707,0,3.89,0.73,4.37
2708,0,3.89,0.73,4.37
2709,0,3.89,0.73,4.37
2710,0,3.89,0.73,4.37
2711,0,3.89,0.73,4.37
2712,0,3.89,0.73,4.37
2713,0,3.89,0.73,4.37
2714,0,3.89,0.73,4.37
2715,0,3.89,0.73,4.37
2716,0,3.89,0.73,4.37
2717,0,3.89,0.73,4.37
2718,0,3.89,0.73,4.37
2719,0,3.89,0.73,4.37
2720,0,3.89,0.73,4.37
2721,0,3.89,0.73,4.37
2722,0,3.89,0.73,4.37
2723,0,3.89,0.73,4.37
2724,0,3.89,0.73,4.37
2725,0,3.89,0.73,4.37
2726,0,3.89,0.73,4.37
2727,0,3.89,0.73,4.37
2728,0,3.89,0.73,4.37
2729,0,3.89,0.73,4.37
2730,0,3.89,0.73,4.37
2731,0,3.89,0.73,4.37
2732,0,3.89,0.73,4.37
2733,0,3.89,0.73,4.37
2734,0,3.89,0.73,4.37
2735,0,3.89,0.73,4.37
2736,0,3.89,0.73,4.37
2737,0,3.89,0.73,4.37
2738,0,3.89,0.73,4.37
2739,0,3.89,0.73,4.37
2740,0,3.89,0.73,4.37
2741,0,3.89,0.73,4.37
2742,0,3.89,0.73,4.37
2743,0,3.89,0.73,4.37
2744,0,3.89,0.73,4.37
2745,0,3.89,0.73,4.37
2746,0,3.89,0.73,4.37
2747,0,3.89,0.73,4.37
2748,0,3.89,0.73,4.37
2749,0,3.89,0.73,4.37
2750,0,3.89,0.73,4.37
2751,0,3.89,0.73,4.37
2752,0,3.89,0.73,4.37
2753,0,3.89,0.73,4.37
2754,0,3.89,0.73,4.37
2755,0,3.89,0.73,4.37
2756,0,3.89,0.73,4.37
2757,0,3.89,0.73,4.37
2758,0,3.89,0.73,4.37
2759,0,3.89,0.73,4.37
2760,0,3.89,0.73,4.37
2761,0,3.89,0.73,4.37
2762,0,3.89,0.73,4.37
2763,0,3.89,0.73,4.37
2764,0,3.89,0.73,4.37
2765,0,3.89,0.73,4.37
2766,0,3.89,0.73,4.37
2767,0,3.89,0.73,4.37
2768,0,3.89,0.73,4.37
2769,0,3.89,0.73,4.37
2770,0,3.89,0.73,4.37
2771,0,3.89,0.73,4.37
2772,0,3.89,0.73,4.37
2773,0,3.89,0.73,4.37
2774,0,3.89,0.73,4.37
2775,0,3.89,0.73,4.37
2776,0,3.89,0.73,4.37
2777,0,3.89,0.73,4.37
2778,0,3.89,0.73,4.37
2779,0,3.89,0.73,4.37
2780,0,3.89,0.73,4.37
2781,0,3.89,0.73,4.37
2782,0,3.89,0.73,4.37
2783,0,3.89,0.73,4.37
2784,0,3.89,0.73,4.37
2785,0,3.89,0.73,4.37
2786,0,3.89,0.73,4.37
2787,0,3.89,0.73,4.37
2788,0,3.89,0.73,4.37
2789,0,3.89,0.73,4.37
2790,0,3.89,0.73,4.37
2791,0,3.89,0.73,4.37
2792,0,3.89,0.73,4.37
2793,0,3.89,0.73,4.37
2794,0,3.89,0.73,4.37
2795,0,3.89,0.73,4.37
2796,0,3.89,0.73,4.37
2797,0,3.89,0.73,4.37
2798,0,3.89,0.73,4.37
2799,0,3.89,0.73,4.37
2800,0,3.89,0.73,4.37
2801,0,3.89,0.73,4.37
2802,0,3.89,0.73,4.37
2803,0,3.89,0.73,4.37
2804,0,3.89,0.73,4.37
2805,0,3.89,0.73,4.37
2806,0,3.89,0.73,4.37
2807,0,3.89,0.73,4.37
2808,0,3.89,0.73,4.37
2809,0,3.89,0.73,4.37
2810,0,3.89,0.73,4.37
2811,0,3.89,0.73,4.37
2812,0,3.89,0.73,4.37
2813,0,3.89,0.73,4.37
2814,0,3.89,0.73,4.37
2815,0,3.89,0.73,4.37
2816,0,3.89,0.73,4.37
2817,0,3.89,0.73,4.37
2818,0,3.89,0.73,4.37
2819,0,3.89,0.73,4.37
2820,0,3.89,0.73,4.37
2821,0,3.89,0.73,4.37
2822,0,3.89,0.73,4.37
2823,0,3.89,0.73,4.37
2824,0,3.89,0.73,4.37
2825,0,3.89,0.73,4.37
2826,0,3.89,0.73,4.37
2827,0,3.89,0.73,4.37
2828,0,3.89,0.73,4.37
2829,0,3.89,0.73,4.37
2830,0,3.89,0.73,4.37
2831,0,3.89,0.73,4.37
2832,0,3.89,0.73,4.37
2833,0,3.89,0.73,4.37
2834,0,3.89,0.73,4.37
2835,0,3.89,0.73,4.37
2836,0,3.89,0.73,4.37
2837,0,3.89,0.73,4.37
2838,0,3.89,0.73,4.37
2839,0,3.89,0.73,4.37
2840,0,3.89,0.73,4.37
2841,0,3.89,0.73,4.37
2842,0,3.89,0.73,4.37
2843,0,3.89,0.73,4.37
2844,0,3.89,0.73,4.37
2845,0,3.89,0.73,4.37
2846,0,3.89,0.73,4.37
2847,0,3.89,0.73,4.37
2848,0,3.89,0.73,4.37
2849,0,3.89,0.73,4.37
2850,0,3.89,0.73,4.37
2851,0,3.89,0.73,4.37
2852,0,3.89,0.73,4.37
2853,0,3.89,0.73,4.37
2854,0,3.89,0.73,4.37
2855,0,3.89,0.73,4.37
2856,0,3.89,0.73,4.37
2857,0,3.89,0.73,4.37
2858,0,3.89,0.73,4.37
2859,0,3.89,0.73,4.37
2860,0,3.89,0.73,4.37
2861,0,3.89,0.73,4.37
2862,0,3.89,0.73,4.37
2863,0,3.89,0.73,4.37
2864,0,3.89,0.73,4.37
2865,0,3.89,0.73,4.37
2866,0,3.89,0.73,4.37
2867,0,3.89,0.73,4.37
2868,0,3.89,0.73,4.37
2869,0,3.89,0.73,4.37
2870,0,3.89,0.73,4.37
2871,0,3.89,0.73,4.37
2872,0,3.89,0.73,4.37
2873,0,3.89,0.73,4.37
2874,0,3.89,0.73,4.37
2875,0,3.89,0.73,4.37
2876,0,3.89,0.73,4.37
2877,0,3.89,0.73,4.37
2878,0,3.89,0.73,4.37
2879,0,3.89,0.73,4.37
2880,0,3.89,0.73,4.37
2881,0,3.89,0.73,4.37
2882,0,3.89,0.73,4.37
2883,0,3.89,0.73,4.37
2884,0,3.89,0.73,4.37
2885,0,3.89,0.73,4.37
2886,0,3.89,0.73,4.37
2887,0,3.89,0.73,4.37
2888,0,3.89,0.73,4.37
2889,0,3.89,0.73,4.37
2890,0,3.89,0.73,4.37
2891,0,3.89,0.73,4.37
2892,0,3.89,0.73,4.37
2893,0,3.89,0.73,4.37
2894,0,3.89,0.73,4.37
2895,0,3.89,0.73,4.37
2896,0,3.89,0.73,4.37
2897,0,3.89,0.73,4.37
2898,0,3.89,0.73,4.37
2899,0,3.89,0.73,4.37
2900,0,3.89,0.73,4.37
2901,0,3.89,0.73,4.37
2902,0,3.89,0.73,4.37
2903,0,3.89,0.73,4.37
2904,0,3.89,0.73,4.37
2905,0,3.89,0.73,4.37
2906,0,3.89,0.73,4.37
2907,0,3.89,0.73,4.37
2908,0,3.89,0.73,4.37
2909,0,3.89,0.73,4.37
2910,0,3.89,0.73,4.37
2911,0,3.89,0.73,4.37
2912,0,3.89,0.73,4.37
2913,0,3.89,0.73,4.37
2914,0,3.89,0.73,4.37
2915,0,3.89,0.73,4.37
2916,0,3.89,0.73,4.37
2917,0,3.89,0.73,4.37
2918,0,3.89,0.73,4.37
2919,0,3.89,0.73,4.37
2920,0,3.89,0.73,4.37
2921,0,3.89,0.73,4.37
2922,0,3.89,0.73,4.37
2923,0,3.89,0.73,4.37
2924,0,3.89,0.73,4.37
2925,0,3.89,0.73,4.37
2926,0,3.89,0.73,4.37
2927,0,3.89,0.73,4.37
2928,0,3.89,0.73,4.37
2929,0,3.89,0.73,4.37
2930,0,3.89,0.73,4.37
2931,0,3.89,0.73,4.37
2932,0,3.89,0.73,4.37
2933,0,3.89,0.73,4.37
2934,0,3.89,0.73,4.37
2935,0,3.89,0.73,4.37
2936,0,3.89,0.73,4.37
2937,0,3.89,0.73,4.37
2938,0,3.89,0.73,4.37
2939,0,3.89,0.73,4.37
2940,0,3.89,0.73,4.37
2941,0,3.89,0.73,4.37
2942,0,3.89,0.73,4.37
2943,0,3.89,0.73,4.37
2944,0,3.89,0.73,4.37
2945,0,3.89,0.73,4.37
2946,0,3.89,0.73,4.37
2947,0,3.89,0.73,4.37
2948,0,3.89,0.73,4.37
2949,0,3.89,0.73,4.37
2950,0,3.89,0.73,4.37
2951,0,3.89,0.73,4.37
2952,0,3.89,0.73,4.37
2953,0,3.89,0.73,4.37
2954,0,3.89,0.73,4.37
2955,0,3.89,0.73,4.37
2956,0,3.89,0.73,4.37
2957,0,3.89,0.73,4.37
2958,0,3.89,0.73,4.37
2959,0,3.89,0.73,4.37
2960,0,3.89,0.73,4.37
2961,0,3.89,0.73,4.37
2962,0,3.89,0.73,4.37
2963,0,3.89,0.73,4.37
2964,0,3.89,0.73,4.37
2965,0,3.89,0.73,4.37
2966,0,3.89,0.73,4.37
2967,0,3.89,0.73,4.37
2968,0,3.89,0.73,4.37
2969,0,3.89,0.73,4.37
2970,0,3.89,0.73,4.37
2971,0,3.89,0.73,4.37
2972,0,3.89,0.73,4.37
2973,0,3.89,0.73,4.37
2974,0,3.89,0.73,4.37
2975,0,3.89,0.73,4.37
2976,0,3.89,0.73,4.37
2977,0,3.89,0.73,4.37
2978,0,3.89,0.73,4.37
2979,0,3.89,0.73,4.37
2980,0,3.89,0.73,4.37
2981,0,3.89,0.73,4.37
2982,0,3.89,0.73,4.37
2983,0,3.89,0.73,4.37
2984,0,3.89,0.73,4.37
2985,0,3.89,0.73,4.37
2986,0,3.89,0.73,4.37
2987,0,3.89,0.73,4.37
2988,0,3.89,0.73,4.37
2989,0,3.89,0.73,4.37
2990,0,3.89,0.73,4.37
2991,0,3.89,0.73,4.37
2992,0,3.89,0.73,4.37
2993,0,3.89,0.73,4.37
2994,0,3.89,0.73,4.37
2995,0,3.89,0.73,4.37
2996,0,3.89,0.73,4.37
2997,0,3.89,0.73,4.37
2998,0,3.89,0.73,4.37
2999,0,3.89,0.73,4.37
3000,0,3.89,0.73,4.37
3001,0,3.89,0.73,4.37
3002,0,3.89,0.73,4.37
3003,0,3.89,0.73,4.37
3004,0,3.89,0.73,4.37
3005,0,3.89,0.73,4.37
3006,0,3.89,0.73,4.37
3007,0,3.89,0.73,4.37
3008,0,3.89,0.73,4.37
3009,0,3.89,0.73,4.37
3010,0,3.89,0.73,4.37
3011,0,3.89,0.73,4.37
3012,0,3.89,0.73,4.37
3013,0,3.89,0.73,4.37
3014,0,3.89,0.73,4.37
3015,0,3.89,0.73,4.37
3016,0,3.89,0.73,4.37
3017,0,3.89,0.73,4.37
3018,0,3.89,0.73,4.37
3019,0,3.89,0.73,4.37
3020,0,3.89,0.73,4.37
3021,0,3.89,0.73,4.37
3022,0,3.89,0.73,4.37
3023,0,3.89,0.73,4.37
3024,0,3.89,0.73,4.37
3025,0,3.89,0.73,4.37
3026,0,3.89,0.73,4.37
3027,0,3.89,0.73,4.37
3028,0,3.89,0.73,4.37
3029,0,3.89,0.73,4.37
3030,0,3.89,0.73,4.37
3031,0,3.89,0.73,4.37
3032,0,3.89,0.73,4.37
3033,0,3.89,0.73,4.37
3034,0,3.89,0.73,4.37
3035,0,3.89,0.73,4.37
3036,0,3.89,0.73,4.37
3037,0,3.89,0.73,4.37
3038,0,3.89,0.73,4.37
3039,0,3.89,0.73,4.37
3040,0,3.89,0.73,4.37
3041,0,3.89,0.73,4.37
3042,0,3.89,0.73,4.37
3043,0,3.89,0.73,4.37
3044,0,3.89,0.73,4.37
3045,0,3.89,0.73,4.37
3046,0,3.89,0.73,4.37
3047,0,3.89,0.73,4.37
3048,0,3.89,0.73,4.37
